Event_ID,Station,Date,Year,JulianDay,HF_Time,Swell_Time,SwellMetric,HF_Count,Swell_Count,Swell_Amp_Z,Swell_Amp_N,HF_Amp_Z,HF_Amp_N,Thresh_HF,Thresh_SwellZ
34,DR01,1/6/2015,2015,6,1/6/15 9:03,1/6/15 21:07,4.554037268,44,23,4.26E-06,4.79E-06,2.70E-07,3.69E-07,1.60E-06,3.28E-05
17,DR01,1/7/2015,2015,7,1/7/15 3:46,1/7/15 10:50,4.781734578,23,34,9.22E-06,3.99E-06,1.82E-07,2.52E-07,1.73E-06,6.78E-05
2,DR01,1/8/2015,2015,8,1/8/15 12:21,1/8/15 17:36,4.0248374,5,30,1.51E-05,5.18E-06,5.97E-08,6.25E-08,2.86E-07,5.08E-05
1,DR01,1/9/2015,2015,9,1/9/15 8:32,1/9/15 8:33,10.09260097,10,15,2.70E-05,1.58E-05,3.65E-07,5.55E-07,4.78E-06,3.74E-05
3,DR01,1/9/2015,2015,9,1/9/15 18:48,1/9/15 18:48,15.14475986,10,15,0.000116265,4.97E-05,9.65E-07,1.00E-06,4.78E-06,3.74E-05
1,DR01,1/11/2015,2015,11,1/11/15 3:06,1/11/15 3:06,16.36695409,2,29,6.25E-05,2.24E-05,5.49E-07,3.69E-07,1.73E-06,3.86E-05
2,DR01,1/13/2015,2015,13,1/13/15 9:41,1/13/15 9:42,3.050717118,2,28,7.09E-05,3.40E-05,8.58E-07,8.57E-07,4.46E-06,9.55E-05
10,DR01,1/14/2015,2015,14,1/14/15 13:45,1/14/15 13:27,3.01823762,13,28,1.19E-05,7.94E-06,3.34E-07,4.69E-07,2.45E-06,7.15E-05
13,DR01,1/14/2015,2015,14,1/14/15 16:22,1/14/15 16:23,11.17382394,13,28,3.58E-05,1.36E-05,4.28E-07,4.20E-07,2.45E-06,7.15E-05
2,DR01,1/15/2015,2015,15,1/15/15 15:07,1/15/15 15:07,4.954509222,2,25,4.25E-05,1.67E-05,9.14E-07,1.11E-06,4.65E-06,3.93E-05
1,DR01,1/16/2015,2015,16,1/16/15 20:57,1/16/15 20:57,5.820891812,2,33,2.47E-05,1.02E-05,4.97E-07,4.98E-07,2.94E-06,4.79E-05
4,DR01,1/17/2015,2015,17,1/17/15 16:33,1/17/15 16:33,8.756563392,4,30,3.64E-05,1.15E-05,2.78E-07,2.94E-07,1.46E-06,4.85E-05
1,DR01,1/18/2015,2015,18,1/18/15 2:40,1/18/15 2:40,4.707726216,1,18,0.000555225,0.00028919,2.79E-06,3.81E-06,1.41E-05,0.000743111
2,DR01,1/19/2015,2015,19,1/19/15 9:19,1/19/15 2:39,6.974014698,3,22,2.46E-05,1.09E-05,2.94E-07,4.19E-07,3.02E-06,0.000413796
3,DR01,1/19/2015,2015,19,1/19/15 11:28,1/19/15 2:39,8.404908216,3,22,3.68E-05,1.43E-05,6.26E-07,5.86E-07,3.02E-06,0.000413796
1,DR01,1/20/2015,2015,20,1/20/15 1:03,1/20/15 17:34,4.059058439,4,25,4.03E-05,2.25E-05,5.21E-07,6.12E-07,4.62E-06,0.000160719
2,DR01,1/21/2015,2015,21,1/21/15 4:15,1/21/15 4:15,3.49516124,4,27,8.09E-05,2.86E-05,7.32E-07,9.73E-07,6.51E-06,0.000116035
1,DR01,1/23/2015,2015,23,1/23/15 15:10,1/23/15 15:11,8.682580023,2,16,5.39E-05,2.39E-05,4.33E-07,5.88E-07,2.41E-06,0.000108875
3,DR01,1/26/2015,2015,26,1/26/15 1:38,1/26/15 7:26,3.336744618,9,38,4.57E-05,1.04E-05,1.92E-07,1.19E-07,9.56E-07,0.000149947
1,DR01,1/27/2015,2015,27,1/27/15 11:37,1/27/15 11:38,6.061822876,2,34,0.000214145,9.69E-05,1.49E-06,2.63E-06,1.13E-05,0.000166325
2,DR01,1/27/2015,2015,27,1/27/15 17:19,1/27/15 17:20,9.255185706,2,34,0.000111837,5.02E-05,9.89E-07,1.29E-06,1.13E-05,0.000166325
1,DR01,1/31/2015,2015,31,1/31/15 0:00,1/31/15 0:24,3.63221186,4,28,5.90E-05,1.92E-05,2.83E-07,2.81E-07,1.89E-06,0.000207176
1,DR01,2/4/2015,2015,35,2/4/15 1:12,2/4/15 1:15,4.794352874,1,31,7.59E-05,3.30E-05,6.12E-07,5.57E-07,2.42E-06,0.000109491
1,DR01,2/8/2015,2015,39,2/8/15 20:01,2/8/15 20:01,6.447748891,1,32,0.000619751,0.000295758,5.69E-06,1.12E-05,3.57E-05,0.000161373
1,DR01,2/13/2015,2015,44,2/13/15 3:17,2/13/15 3:18,3.120594266,4,50,5.94E-05,2.69E-05,7.45E-08,9.49E-08,1.30E-06,0.000229435
5,DR01,2/19/2015,2015,50,2/19/15 19:51,2/19/15 17:07,4.608257754,11,18,9.95E-05,5.57E-05,1.15E-07,2.10E-07,3.46E-06,0.00064341
11,DR01,2/27/2015,2015,58,2/27/15 10:26,2/27/15 10:23,3.314828506,20,43,5.74E-05,2.95E-05,4.08E-07,6.16E-07,5.91E-06,0.000213752
12,DR01,2/28/2015,2015,59,2/28/15 6:39,2/28/15 6:39,3.566687586,14,35,4.80E-05,1.77E-05,2.82E-07,3.68E-07,2.57E-06,0.000160881
3,DR01,3/3/2015,2015,62,3/3/15 12:44,3/3/15 13:33,3.157459993,35,19,1.25E-05,5.70E-06,1.96E-07,2.70E-07,1.35E-06,5.77E-05
4,DR01,3/3/2015,2015,62,3/3/15 12:46,3/3/15 13:33,4.797509897,35,19,1.33E-05,5.47E-06,2.04E-07,2.82E-07,1.35E-06,5.77E-05
1,DR01,3/4/2015,2015,63,3/4/15 13:29,3/4/15 13:29,4.707913379,1,34,8.50E-05,3.38E-05,7.39E-07,8.99E-07,3.73E-06,5.06E-05
1,DR01,3/8/2015,2015,67,3/8/15 9:47,3/8/15 21:36,4.197414108,2,17,6.39E-05,2.93E-05,8.20E-07,9.91E-07,4.67E-06,0.000271074
1,DR01,3/10/2015,2015,69,3/10/15 13:49,3/10/15 13:50,3.488690304,1,34,6.91E-05,2.86E-05,5.08E-07,4.39E-07,1.87E-06,8.17E-05
1,DR01,3/12/2015,2015,71,3/12/15 10:04,3/12/15 10:04,5.775047049,1,28,0.000134464,5.72E-05,1.37E-06,1.37E-06,6.36E-06,4.94E-05
25,DR01,3/14/2015,2015,73,3/14/15 17:00,3/14/15 6:23,4.453639147,36,34,1.01E-05,6.76E-06,5.56E-08,8.66E-08,5.63E-07,5.63E-05
13,DR01,3/16/2015,2015,75,3/16/15 13:55,3/16/15 17:29,3.115658559,33,19,1.81E-05,6.73E-06,7.05E-08,1.13E-07,5.85E-07,0.000234063
2,DR01,3/17/2015,2015,76,3/17/15 14:33,3/17/15 14:33,11.08170899,2,12,0.000170859,5.15E-05,7.11E-07,5.64E-07,2.71E-06,0.000157364
7,DR01,3/20/2015,2015,79,3/20/15 2:22,3/20/15 2:07,5.441552415,21,30,4.04E-05,2.13E-05,2.64E-08,4.87E-08,2.24E-07,0.000137284
13,DR01,3/20/2015,2015,79,3/20/15 4:18,3/20/15 3:00,3.707597592,21,30,2.02E-05,1.47E-05,4.36E-08,4.73E-08,2.24E-07,0.000137284
5,DR01,3/23/2015,2015,82,3/23/15 18:59,3/23/15 19:30,3.317286771,16,35,1.83E-05,1.12E-05,1.13E-08,2.89E-08,1.42E-07,5.22E-05
7,DR01,3/26/2015,2015,85,3/26/15 16:39,3/26/15 16:46,3.940494715,10,36,1.93E-05,7.15E-06,1.26E-08,2.12E-08,2.83E-07,5.65E-05
3,DR01,3/29/2015,2015,88,3/29/15 13:17,3/29/15 13:34,3.069434951,3,26,1.02E-05,3.32E-06,6.55E-08,3.78E-08,2.22E-07,2.82E-05
27,DR01,4/2/2015,2015,92,4/2/15 2:13,4/2/15 10:31,3.047010557,63,31,3.83E-06,9.09E-07,3.15E-08,4.37E-08,2.29E-07,5.89E-05
1,DR01,4/5/2015,2015,95,4/5/15 19:40,4/5/15 19:40,5.791572202,2,14,0.00172613,0.000809149,5.96E-06,7.89E-06,3.10E-05,6.99E-05
7,DR01,4/11/2015,2015,101,4/11/15 5:14,4/11/15 5:29,3.599239954,14,22,4.30E-06,2.94E-06,4.80E-08,5.42E-08,2.91E-07,2.52E-05
8,DR01,4/11/2015,2015,101,4/11/15 5:34,4/11/15 5:29,3.549541355,14,22,4.83E-06,2.03E-06,3.14E-08,5.12E-08,2.91E-07,2.52E-05
1,DR01,4/20/2015,2015,110,4/20/15 22:11,4/20/15 22:12,5.368350245,1,27,6.63E-05,3.18E-05,5.92E-07,1.03E-06,4.44E-06,5.60E-05
4,DR01,4/23/2015,2015,113,4/23/15 23:54,4/23/15 22:57,4.672632111,5,25,1.02E-05,2.38E-06,4.04E-08,8.74E-08,4.17E-07,3.19E-05
2,DR01,4/26/2015,2015,116,4/26/15 14:04,4/26/15 14:04,3.589482806,2,28,1.85E-05,5.01E-06,1.56E-07,6.79E-08,2.89E-07,2.42E-05
5,DR01,4/28/2015,2015,118,4/28/15 18:25,4/28/15 4:56,4.955833222,20,27,6.86E-06,3.26E-06,1.14E-08,3.12E-08,1.52E-07,2.87E-05
7,DR01,4/28/2015,2015,118,4/28/15 18:30,4/28/15 4:56,8.88646407,20,27,4.79E-06,1.88E-06,9.81E-09,2.68E-08,1.52E-07,2.87E-05
8,DR01,4/28/2015,2015,118,4/28/15 18:31,4/28/15 4:56,3.340042454,20,27,5.00E-06,3.32E-06,1.11E-08,3.01E-08,1.52E-07,2.87E-05
9,DR01,4/29/2015,2015,119,4/29/15 11:06,4/29/15 10:37,3.936623603,27,26,5.85E-06,2.60E-06,4.72E-08,8.05E-08,3.54E-07,1.86E-05
19,DR01,4/29/2015,2015,119,4/29/15 20:06,4/29/15 19:43,3.266323524,27,26,6.71E-06,3.69E-06,2.02E-08,4.55E-08,3.54E-07,1.86E-05
2,DR01,5/1/2015,2015,121,5/1/15 18:25,5/1/15 18:26,3.102704483,17,22,2.45E-05,9.60E-06,6.66E-08,3.98E-08,2.29E-07,4.56E-05
6,DR01,5/3/2015,2015,123,5/3/15 14:59,5/3/15 7:53,3.791713937,15,25,7.95E-06,4.35E-06,5.80E-08,9.72E-08,3.08E-07,3.69E-05
11,DR01,5/3/2015,2015,123,5/3/15 15:46,5/3/15 7:53,4.731485897,15,25,9.67E-06,6.38E-06,3.98E-08,6.64E-08,3.08E-07,3.69E-05
18,DR01,5/5/2015,2015,125,5/5/15 14:49,5/5/15 18:46,3.338376103,31,28,6.18E-06,2.57E-06,1.89E-08,3.70E-08,2.59E-07,2.51E-05
16,DR01,5/6/2015,2015,126,5/6/15 5:36,5/6/15 3:59,3.241870188,19,20,5.36E-06,2.85E-06,5.77E-08,9.82E-08,3.35E-07,2.49E-05
9,DR01,5/9/2015,2015,129,5/9/15 22:58,5/9/15 22:07,3.916107907,21,27,3.48E-06,2.76E-06,1.37E-08,3.70E-08,2.67E-07,3.11E-05
13,DR01,5/9/2015,2015,129,5/9/15 23:29,5/9/15 22:07,3.47100685,21,27,7.83E-06,4.09E-06,9.80E-09,2.73E-08,2.67E-07,3.11E-05
9,DR01,5/10/2015,2015,130,5/10/15 23:32,5/10/15 23:15,3.132811819,10,35,7.43E-06,4.52E-06,2.15E-08,3.97E-08,2.63E-07,2.90E-05
9,DR01,5/11/2015,2015,131,5/11/15 6:02,5/11/15 6:10,3.752374961,10,28,1.05E-05,5.87E-06,2.84E-08,4.79E-08,2.74E-07,2.23E-05
2,DR01,5/12/2015,2015,132,5/12/15 18:48,5/12/15 8:18,3.591878529,32,12,7.19E-06,4.42E-06,1.22E-08,1.44E-08,1.39E-07,4.66E-05
22,DR01,5/12/2015,2015,132,5/12/15 23:02,5/12/15 8:18,3.199277181,32,12,6.60E-06,3.88E-06,1.12E-08,2.34E-08,1.39E-07,4.66E-05
6,DR01,5/15/2015,2015,135,5/15/15 16:54,5/15/15 16:51,3.502013085,10,28,1.19E-05,4.65E-06,2.34E-08,3.60E-08,2.02E-07,2.76E-05
1,DR01,5/16/2015,2015,136,5/16/15 14:40,5/16/15 15:06,6.001388736,23,23,7.74E-06,3.15E-06,2.56E-08,5.67E-08,4.13E-07,1.96E-05
16,DR01,5/16/2015,2015,136,5/16/15 18:29,5/16/15 19:01,4.021597696,23,23,5.01E-06,2.13E-06,3.49E-08,7.40E-08,4.13E-07,1.96E-05
15,DR01,5/20/2015,2015,140,5/20/15 14:38,5/20/15 20:02,3.241488351,49,23,3.94E-06,2.82E-06,6.46E-08,1.01E-07,5.22E-07,2.45E-05
33,DR01,5/21/2015,2015,141,5/21/15 7:57,5/21/15 10:06,4.127015506,51,22,7.05E-06,3.51E-06,1.23E-07,1.52E-07,6.04E-07,2.29E-05
35,DR01,5/21/2015,2015,141,5/21/15 8:02,5/21/15 10:06,5.163129898,51,22,8.34E-06,4.36E-06,1.05E-07,1.33E-07,6.04E-07,2.29E-05
35,DR01,5/22/2015,2015,142,5/22/15 18:46,5/22/15 22:21,3.371141887,64,25,4.29E-06,2.88E-06,3.57E-08,5.09E-08,2.58E-07,1.72E-05
39,DR01,5/22/2015,2015,142,5/22/15 21:32,5/22/15 22:21,3.418208774,64,25,4.65E-06,3.38E-06,3.90E-08,5.52E-08,2.58E-07,1.72E-05
33,DR01,5/23/2015,2015,143,5/23/15 18:06,5/23/15 18:21,4.172387385,50,23,3.85E-06,3.63E-06,5.40E-08,8.48E-08,4.79E-07,1.46E-05
3,DR01,5/24/2015,2015,144,5/24/15 0:22,5/24/15 4:10,3.180953914,19,22,3.58E-06,1.51E-06,4.78E-08,8.83E-08,3.90E-07,2.29E-05
17,DR01,5/27/2015,2015,147,5/27/15 10:26,5/27/15 10:47,3.527368824,22,22,6.61E-06,4.37E-06,5.62E-08,1.18E-07,3.24E-07,3.78E-05
20,DR01,5/28/2015,2015,148,5/28/15 19:06,5/28/15 19:19,3.768090104,39,23,9.06E-06,4.67E-06,2.51E-08,3.97E-08,3.94E-07,3.23E-05
32,DR01,5/28/2015,2015,148,5/28/15 20:07,5/28/15 20:03,4.602072058,39,23,5.34E-06,4.18E-06,2.77E-08,4.23E-08,3.94E-07,3.23E-05
25,DR01,5/30/2015,2015,150,5/30/15 22:32,5/30/15 21:30,4.266747466,37,24,6.14E-06,3.01E-06,3.95E-08,6.99E-08,4.34E-07,2.86E-05
33,DR01,5/30/2015,2015,150,5/30/15 23:16,5/30/15 23:41,21.48747672,37,24,7.29E-06,3.31E-06,3.86E-08,6.29E-08,4.34E-07,2.86E-05
40,DR01,5/31/2015,2015,151,5/31/15 23:33,5/31/15 18:41,5.750535183,42,22,3.99E-06,3.26E-06,3.25E-08,4.64E-08,2.90E-07,2.74E-05
3,DR01,6/3/2015,2015,154,6/3/15 13:42,6/3/15 13:26,5.195794627,28,19,4.56E-06,3.18E-06,1.13E-07,9.71E-08,1.07E-06,1.28E-05
22,DR01,6/3/2015,2015,154,6/3/15 21:52,6/3/15 22:06,4.631251258,28,19,4.09E-06,2.10E-06,5.42E-08,7.62E-08,1.07E-06,1.28E-05
2,DR01,6/6/2015,2015,157,6/6/15 12:32,6/6/15 12:17,3.400744382,27,21,9.87E-06,6.59E-06,1.97E-08,2.56E-08,4.06E-07,1.94E-05
21,DR01,6/8/2015,2015,159,6/8/15 3:46,6/8/15 3:51,3.755570654,30,27,6.42E-06,3.15E-06,3.89E-08,5.29E-08,2.61E-07,1.83E-05
4,DR01,6/9/2015,2015,160,6/9/15 13:09,6/9/15 12:54,3.154699208,11,23,2.27E-06,9.90E-07,2.02E-08,2.77E-08,1.85E-07,1.49E-05
23,DR01,6/10/2015,2015,161,6/10/15 7:19,6/10/15 21:48,4.89444406,59,21,4.03E-06,3.56E-06,5.71E-08,7.52E-08,3.20E-07,3.15E-05
29,DR01,6/10/2015,2015,161,6/10/15 7:32,6/10/15 21:48,5.819908412,59,21,2.68E-06,2.38E-06,5.37E-08,7.00E-08,3.20E-07,3.15E-05
55,DR01,6/10/2015,2015,161,6/10/15 9:41,6/10/15 21:48,4.779811196,59,21,2.87E-06,1.88E-06,4.95E-08,5.87E-08,3.20E-07,3.15E-05
8,DR01,6/13/2015,2015,164,6/13/15 7:59,6/13/15 8:51,3.028514089,46,24,5.90E-06,3.70E-06,2.68E-08,4.08E-08,2.25E-07,3.00E-05
20,DR01,6/13/2015,2015,164,6/13/15 17:11,6/13/15 17:57,5.419550236,46,24,6.95E-06,4.31E-06,4.76E-08,5.73E-08,2.25E-07,3.00E-05
33,DR01,6/13/2015,2015,164,6/13/15 17:25,6/13/15 17:57,3.578503078,46,24,1.11E-05,5.91E-06,5.39E-08,6.10E-08,2.25E-07,3.00E-05
17,DR01,6/19/2015,2015,170,6/19/15 22:52,6/19/15 23:56,3.404032161,40,21,6.18E-06,3.02E-06,4.13E-08,4.83E-08,1.63E-07,1.85E-05
2,DR01,6/20/2015,2015,171,6/20/15 10:11,6/20/15 10:11,5.333181903,34,14,3.15E-05,6.56E-06,2.29E-07,1.61E-07,1.08E-06,4.51E-05
13,DR01,6/21/2015,2015,172,6/21/15 7:09,6/21/15 7:10,14.3466147,17,18,4.00E-05,9.22E-06,3.30E-07,2.39E-07,1.00E-06,1.78E-05
15,DR01,6/21/2015,2015,172,6/21/15 10:12,6/21/15 10:43,3.169982167,17,18,1.37E-06,1.46E-06,7.69E-08,1.04E-07,1.00E-06,1.78E-05
2,DR01,6/22/2015,2015,173,6/22/15 0:01,6/22/15 4:20,4.271997881,36,27,2.17E-06,1.49E-06,3.53E-08,4.30E-08,1.66E-07,2.17E-05
32,DR01,6/22/2015,2015,173,6/22/15 22:54,6/22/15 22:41,3.495747663,36,27,7.24E-06,3.97E-06,3.15E-08,3.96E-08,1.66E-07,2.17E-05
13,DR01,6/23/2015,2015,174,6/23/15 3:09,6/23/15 3:18,5.331411889,25,22,5.60E-06,3.72E-06,3.40E-08,4.41E-08,1.74E-07,1.92E-05
7,DR01,6/24/2015,2015,175,6/24/15 10:09,6/24/15 10:05,3.405180177,37,26,4.63E-06,2.25E-06,2.96E-08,3.27E-08,1.24E-07,2.21E-05
4,DR01,6/25/2015,2015,176,6/25/15 18:54,6/25/15 19:13,6.809131878,6,23,5.63E-06,3.16E-06,2.77E-08,2.92E-08,1.74E-07,1.63E-05
3,DR01,6/26/2015,2015,177,6/26/15 19:39,6/26/15 19:34,3.130458146,3,22,3.58E-06,2.78E-06,1.75E-08,3.90E-08,1.95E-07,1.66E-05
6,DR01,6/27/2015,2015,178,6/27/15 17:15,6/27/15 16:28,3.994820461,12,23,6.83E-06,4.72E-06,1.90E-08,1.94E-08,3.54E-07,1.58E-05
11,DR01,6/27/2015,2015,178,6/27/15 19:33,6/27/15 22:13,3.448934165,12,23,3.31E-06,2.86E-06,2.26E-08,4.03E-08,3.54E-07,1.58E-05
5,DR01,6/30/2015,2015,181,6/30/15 20:00,6/30/15 13:21,12.66692713,5,29,6.81E-06,3.85E-06,3.25E-08,3.37E-08,4.93E-07,3.93E-05
1,DR01,7/1/2015,2015,182,7/1/15 0:00,7/1/15 0:57,4.832249482,46,18,1.33E-05,7.70E-06,2.69E-07,6.37E-08,6.51E-07,2.22E-05
6,DR01,7/1/2015,2015,182,7/1/15 8:03,7/1/15 11:20,3.536119251,46,18,6.51E-06,4.79E-06,6.36E-08,7.65E-08,6.51E-07,2.22E-05
27,DR01,7/2/2015,2015,183,7/2/15 17:21,7/2/15 17:14,5.141643486,28,29,6.60E-06,3.48E-06,3.23E-08,2.73E-08,3.91E-07,2.34E-05
5,DR01,7/3/2015,2015,184,7/3/15 12:47,7/3/15 12:27,3.511199381,35,18,5.01E-06,2.61E-06,2.00E-08,2.37E-08,1.60E-07,2.04E-05
7,DR01,7/3/2015,2015,184,7/3/15 12:51,7/3/15 12:27,3.273891163,35,18,7.05E-06,5.08E-06,3.56E-08,2.79E-08,1.60E-07,2.04E-05
3,DR01,7/4/2015,2015,185,7/4/15 1:04,7/4/15 1:05,3.704774883,35,24,7.54E-06,4.42E-06,2.17E-08,2.29E-08,1.49E-07,1.56E-05
6,DR01,7/4/2015,2015,185,7/4/15 1:16,7/4/15 1:19,6.557939901,35,24,3.18E-06,3.06E-06,1.71E-08,1.87E-08,1.49E-07,1.56E-05
12,DR01,7/4/2015,2015,185,7/4/15 2:07,7/4/15 1:21,4.006693842,35,24,3.42E-06,2.52E-06,2.72E-08,2.94E-08,1.49E-07,1.56E-05
30,DR01,7/9/2015,2015,190,7/9/15 15:17,7/9/15 14:50,3.577620113,56,24,4.11E-06,2.94E-06,9.87E-08,1.14E-07,5.84E-07,1.73E-05
43,DR01,7/9/2015,2015,190,7/9/15 17:56,7/9/15 17:53,6.363357662,56,24,6.38E-06,4.69E-06,1.03E-07,1.26E-07,5.84E-07,1.73E-05
2,DR01,7/10/2015,2015,191,7/10/15 0:07,7/10/15 1:12,4.96767908,53,25,7.36E-06,4.51E-06,3.71E-08,4.70E-08,2.72E-07,2.08E-05
11,DR01,7/10/2015,2015,191,7/10/15 1:05,7/10/15 1:12,4.144103531,53,25,4.60E-06,1.83E-06,5.60E-08,7.30E-08,2.72E-07,2.08E-05
3,DR01,7/12/2015,2015,193,7/12/15 15:52,7/12/15 15:36,3.414254092,3,21,4.86E-06,2.77E-06,3.19E-08,1.17E-07,3.45E-07,1.32E-05
3,DR01,7/13/2015,2015,194,7/13/15 2:57,7/13/15 1:27,3.073801767,54,22,3.70E-06,2.05E-06,2.51E-08,3.46E-08,2.14E-07,1.40E-05
31,DR01,7/13/2015,2015,194,7/13/15 13:07,7/13/15 12:43,4.79815271,54,22,5.94E-06,3.43E-06,3.89E-08,4.37E-08,2.14E-07,1.40E-05
43,DR01,7/13/2015,2015,194,7/13/15 13:36,7/13/15 12:43,3.74797113,54,22,4.62E-06,2.68E-06,4.19E-08,4.29E-08,2.14E-07,1.40E-05
46,DR01,7/13/2015,2015,194,7/13/15 13:40,7/13/15 12:43,3.610062408,54,22,6.09E-06,2.52E-06,3.56E-08,3.90E-08,2.14E-07,1.40E-05
4,DR01,7/14/2015,2015,195,7/14/15 23:27,7/14/15 23:53,3.577762424,24,17,1.04E-06,1.16E-06,4.88E-08,7.08E-08,3.75E-07,1.27E-05
9,DR01,7/14/2015,2015,195,7/14/15 23:32,7/14/15 23:53,3.356354046,24,17,4.23E-06,2.25E-06,4.71E-08,6.86E-08,3.75E-07,1.27E-05
12,DR01,7/14/2015,2015,195,7/14/15 23:41,7/14/15 23:53,3.135803878,24,17,5.44E-06,2.88E-06,4.73E-08,6.85E-08,3.75E-07,1.27E-05
6,DR01,7/15/2015,2015,196,7/15/15 2:39,7/15/15 2:33,3.619063555,31,23,3.19E-06,1.29E-06,4.15E-08,6.01E-08,4.63E-07,1.28E-05
11,DR01,7/15/2015,2015,196,7/15/15 3:05,7/15/15 3:08,4.291701884,31,23,3.19E-06,1.05E-06,5.03E-08,7.27E-08,4.63E-07,1.28E-05
30,DR01,7/15/2015,2015,196,7/15/15 4:11,7/15/15 3:08,3.474822896,31,23,3.82E-06,4.05E-06,3.77E-08,3.91E-08,4.63E-07,1.28E-05
4,DR01,7/17/2015,2015,198,7/17/15 0:25,7/17/15 9:16,16.74965537,24,25,4.09E-06,1.95E-06,1.93E-08,2.26E-08,3.21E-07,1.64E-05
9,DR01,7/17/2015,2015,198,7/17/15 7:27,7/17/15 9:16,3.273168021,24,25,3.62E-06,2.50E-06,1.29E-08,1.39E-08,3.21E-07,1.64E-05
8,DR01,7/18/2015,2015,199,7/18/15 13:09,7/18/15 5:08,3.621874726,10,19,3.06E-06,1.49E-06,1.97E-08,1.59E-08,4.80E-07,2.14E-05
