Event_ID,Station,Date,Year,JulianDay,HF_Time,Swell_Time,SwellMetric,HF_Count,Swell_Count,Swell_Amp_Z,Swell_Amp_N,HF_Amp_Z,HF_Amp_N,Thresh_HF,Thresh_SwellZ
29,DR02,7/4/15,2015,185,7/4/15 23:19,7/4/15 13:23,5.278498075,30,11,5.51E-06,6.69E-06,6.47E-09,2.32E-08,2.19E-07,4.48E-05
32,DR02,7/5/15,2015,186,7/5/15 9:42,7/5/15 9:43,3.121864508,39,23,1.87E-05,7.23E-06,4.70E-08,5.10E-08,2.95E-07,3.42E-05
5,DR02,7/8/15,2015,189,7/8/15 14:52,7/8/15 14:03,3.150220004,21,28,1.42E-05,8.16E-06,3.96E-08,6.10E-08,4.67E-07,4.27E-05
4,DR02,7/9/15,2015,190,7/9/15 12:08,7/9/15 12:34,3.130718071,52,31,1.48E-05,4.05E-06,8.88E-08,8.01E-08,3.63E-07,3.29E-05
38,DR02,7/9/15,2015,190,7/9/15 14:10,7/9/15 14:26,3.232971241,52,31,1.06E-05,5.70E-06,8.44E-08,7.79E-08,3.63E-07,3.29E-05
31,DR02,7/10/15,2015,191,7/10/15 5:48,7/10/15 5:25,3.464034277,71,27,6.36E-06,3.61E-06,7.51E-08,8.57E-08,3.84E-07,3.37E-05
40,DR02,7/10/15,2015,191,7/10/15 6:57,7/10/15 7:48,4.591657028,71,27,9.79E-06,9.21E-06,5.99E-08,6.78E-08,3.84E-07,3.37E-05
50,DR02,7/10/15,2015,191,7/10/15 7:14,7/10/15 7:48,3.100598056,71,27,9.90E-06,3.57E-06,7.97E-08,8.70E-08,3.84E-07,3.37E-05
62,DR02,7/10/15,2015,191,7/10/15 8:07,7/10/15 8:20,3.329601933,71,27,4.36E-06,4.79E-06,7.55E-08,8.08E-08,3.84E-07,3.37E-05
17,DR02,7/12/15,2015,193,7/12/15 22:18,7/12/15 22:04,3.692029342,37,23,9.94E-06,3.57E-06,5.90E-08,6.18E-08,3.00E-07,2.43E-05
18,DR02,7/13/15,2015,194,7/13/15 1:12,7/13/15 1:12,5.968488684,75,27,1.25E-05,7.26E-06,6.12E-08,6.38E-08,3.01E-07,2.65E-05
19,DR02,7/13/15,2015,194,7/13/15 1:13,7/13/15 1:12,8.822829313,75,27,7.21E-06,3.72E-06,6.06E-08,6.40E-08,3.01E-07,2.65E-05
32,DR02,7/13/15,2015,194,7/13/15 2:17,7/13/15 2:28,5.449407262,75,27,1.18E-05,4.50E-06,5.86E-08,6.06E-08,3.01E-07,2.65E-05
59,DR02,7/13/15,2015,194,7/13/15 10:28,7/13/15 10:58,3.964573055,75,27,5.17E-06,2.20E-06,3.88E-08,5.08E-08,3.01E-07,2.65E-05
23,DR02,7/15/15,2015,196,7/15/15 5:17,7/15/15 10:52,4.399740041,26,15,8.30E-06,4.16E-06,4.30E-08,4.72E-08,3.68E-07,2.87E-05
25,DR02,7/15/15,2015,196,7/15/15 13:57,7/15/15 13:57,6.926060021,26,15,1.60E-05,5.73E-06,1.02E-07,6.99E-08,3.68E-07,2.87E-05
20,DR02,7/17/15,2015,198,7/17/15 20:20,7/17/15 19:18,6.714012875,35,31,1.39E-05,6.49E-06,3.20E-08,4.43E-08,2.36E-07,4.95E-05
9,DR02,7/18/15,2015,199,7/18/15 16:15,7/18/15 15:41,3.089519788,42,27,5.24E-06,4.03E-06,2.19E-08,2.88E-08,1.96E-07,4.74E-05
42,DR02,7/18/15,2015,199,7/18/15 23:59,7/18/15 15:41,3.955084934,42,27,1.91E-05,8.46E-06,1.70E-08,2.57E-08,1.96E-07,4.74E-05
2,DR02,7/19/15,2015,200,7/19/15 10:20,7/19/15 10:21,11.82783417,2,19,7.85E-05,3.94E-05,1.25E-06,2.21E-06,7.73E-06,9.46E-05
6,DR02,7/20/15,2015,201,7/20/15 15:29,7/20/15 15:30,3.009212233,8,22,7.81E-06,5.74E-06,1.26E-07,7.99E-08,4.62E-07,4.49E-05
13,DR02,7/22/15,2015,203,7/22/15 10:32,7/22/15 11:15,3.535576004,66,27,1.22E-05,5.24E-06,5.29E-08,7.10E-08,7.74E-07,4.20E-05
16,DR02,7/22/15,2015,203,7/22/15 11:41,7/22/15 11:15,3.821183439,66,27,1.22E-05,1.10E-05,5.38E-08,7.29E-08,7.74E-07,4.20E-05
19,DR02,7/22/15,2015,203,7/22/15 11:55,7/22/15 12:17,3.170265667,66,27,1.33E-05,5.28E-06,5.66E-08,7.92E-08,7.74E-07,4.20E-05
30,DR02,7/22/15,2015,203,7/22/15 12:52,7/22/15 12:47,4.009974088,66,27,1.02E-05,6.00E-06,6.22E-08,9.24E-08,7.74E-07,4.20E-05
41,DR02,7/22/15,2015,203,7/22/15 13:28,7/22/15 12:47,3.773355906,66,27,1.11E-05,8.57E-06,5.64E-08,8.09E-08,7.74E-07,4.20E-05
66,DR02,7/22/15,2015,203,7/22/15 19:23,7/22/15 19:02,3.371424493,66,27,1.58E-05,8.55E-06,3.76E-08,5.80E-08,7.74E-07,4.20E-05
23,DR02,7/23/15,2015,204,7/23/15 9:10,7/23/15 9:04,3.194202103,61,30,1.48E-05,5.41E-06,5.42E-08,8.42E-08,7.48E-07,5.07E-05
3,DR02,7/24/15,2015,205,7/24/15 0:42,7/24/15 0:38,3.090058259,38,27,1.95E-05,7.44E-06,3.61E-08,4.82E-08,4.30E-07,4.66E-05
12,DR02,7/24/15,2015,205,7/24/15 2:21,7/24/15 3:29,5.121450645,38,27,1.93E-05,9.43E-06,4.25E-08,6.08E-08,4.30E-07,4.66E-05
30,DR02,7/28/15,2015,209,7/28/15 3:45,7/28/15 2:52,4.799942326,58,27,1.10E-05,8.01E-06,5.84E-08,8.05E-08,6.29E-07,3.41E-05
19,DR02,7/29/15,2015,210,7/29/15 12:09,7/29/15 11:38,3.428382923,30,19,6.75E-06,3.69E-06,3.05E-08,3.71E-08,2.04E-07,2.93E-05
1,DR02,7/30/15,2015,211,7/30/15 9:30,7/30/15 9:30,5.68806342,2,21,1.66E-05,6.11E-06,8.68E-08,6.05E-08,4.21E-07,3.14E-05
17,DR02,7/31/15,2015,212,7/31/15 7:30,7/31/15 7:57,3.668688269,39,21,1.65E-05,1.01E-05,3.62E-08,5.00E-08,3.13E-07,3.47E-05
27,DR02,7/31/15,2015,212,7/31/15 8:26,7/31/15 7:57,3.313806439,39,21,1.15E-05,6.35E-06,4.55E-08,6.19E-08,3.13E-07,3.47E-05
19,DR02,8/1/15,2015,213,8/1/15 4:10,8/1/15 22:30,4.397976789,49,15,1.07E-05,4.88E-06,1.07E-07,1.05E-07,3.49E-06,0.000184405
35,DR02,8/1/15,2015,213,8/1/15 4:59,8/1/15 22:30,3.254178561,49,15,1.43E-05,7.17E-06,1.23E-07,1.15E-07,3.49E-06,0.000184405
7,DR02,8/3/15,2015,215,8/3/15 22:02,8/3/15 11:03,3.227226665,7,24,7.72E-06,2.47E-06,9.77E-09,1.10E-08,1.50E-07,2.69E-05
9,DR02,8/5/15,2015,217,8/5/15 14:36,8/5/15 14:43,4.259728796,49,27,9.02E-06,6.21E-06,4.73E-08,5.88E-08,6.30E-07,4.84E-05
20,DR02,8/5/15,2015,217,8/5/15 18:34,8/5/15 17:55,3.351414661,49,27,9.16E-06,3.47E-06,6.62E-08,8.81E-08,6.30E-07,4.84E-05
49,DR02,8/5/15,2015,217,8/5/15 20:34,8/5/15 17:55,3.931778396,49,27,1.31E-05,6.39E-06,6.10E-08,7.86E-08,6.30E-07,4.84E-05
37,DR02,8/6/15,2015,218,8/6/15 19:24,8/6/15 20:15,3.644260936,38,26,8.78E-06,6.71E-06,1.09E-08,1.38E-08,3.21E-07,2.73E-05
18,DR02,8/11/15,2015,223,8/11/15 12:10,8/11/15 12:34,4.836707684,24,29,8.55E-06,4.96E-06,2.08E-08,1.71E-08,6.10E-07,3.27E-05
21,DR02,8/11/15,2015,223,8/11/15 12:46,8/11/15 12:34,5.084838767,24,29,8.70E-06,6.72E-06,4.94E-08,5.08E-08,6.10E-07,3.27E-05
3,DR02,8/13/15,2015,225,8/13/15 8:11,8/13/15 8:11,3.105936471,7,18,3.95E-05,6.60E-06,1.61E-07,6.57E-08,2.76E-07,2.33E-05
1,DR02,8/14/15,2015,226,8/14/15 16:59,8/14/15 17:06,3.730497376,2,22,6.49E-06,3.16E-06,4.27E-08,2.07E-07,3.89E-07,2.56E-05
17,DR02,8/15/15,2015,227,8/15/15 23:10,8/15/15 22:04,4.732374839,35,24,3.94E-06,1.75E-06,6.24E-08,8.75E-08,6.66E-07,2.30E-05
25,DR02,8/15/15,2015,227,8/15/15 23:38,8/15/15 22:04,3.568901488,35,24,6.78E-06,3.21E-06,8.31E-08,1.17E-07,6.66E-07,2.30E-05
1,DR02,8/17/15,2015,229,8/17/15 2:18,8/17/15 3:09,4.173994879,29,19,5.74E-06,3.64E-06,1.24E-08,2.41E-08,3.17E-07,3.23E-05
36,DR02,8/19/15,2015,231,8/19/15 19:17,8/19/15 9:30,3.868615056,58,25,5.47E-06,5.21E-06,4.66E-08,6.32E-08,4.60E-07,2.71E-05
35,DR02,8/20/15,2015,232,8/20/15 8:39,8/20/15 9:04,3.540010811,67,27,6.87E-06,4.04E-06,8.23E-08,1.14E-07,5.49E-07,2.34E-05
15,DR02,8/22/15,2015,234,8/22/15 11:20,8/22/15 11:21,3.883246549,19,28,1.28E-05,8.29E-06,9.15E-09,1.34E-08,1.93E-07,3.98E-05
6,DR02,8/23/15,2015,235,8/23/15 16:45,8/23/15 16:09,3.872190764,32,29,8.40E-06,3.09E-06,2.68E-08,3.50E-08,1.31E-07,4.36E-05
8,DR02,8/23/15,2015,235,8/23/15 17:08,8/23/15 18:03,3.227586727,32,29,1.24E-05,4.86E-06,2.20E-08,3.30E-08,1.31E-07,4.36E-05
3,DR02,8/25/15,2015,237,8/25/15 14:13,8/25/15 14:25,3.074676462,38,24,8.31E-06,5.50E-06,5.65E-08,6.00E-08,5.17E-07,2.58E-05
26,DR02,8/25/15,2015,237,8/25/15 17:02,8/25/15 17:12,5.334992532,38,24,5.45E-06,3.30E-06,6.89E-08,6.59E-08,5.17E-07,2.58E-05
19,DR02,8/26/15,2015,238,8/26/15 6:08,8/26/15 8:59,5.41213133,38,25,6.81E-06,4.14E-06,9.95E-08,1.16E-07,1.03E-06,2.35E-05
25,DR02,8/26/15,2015,238,8/26/15 6:21,8/26/15 8:59,3.359405925,38,25,6.30E-06,3.79E-06,9.50E-08,1.11E-07,1.03E-06,2.35E-05
37,DR02,8/26/15,2015,238,8/26/15 12:50,8/26/15 12:13,4.576344168,38,25,5.58E-06,2.43E-06,1.21E-07,1.26E-07,1.03E-06,2.35E-05
2,DR02,8/27/15,2015,239,8/27/15 19:33,8/27/15 21:53,11.00195916,6,24,2.25E-05,9.50E-06,2.15E-08,4.28E-08,3.12E-07,9.11E-05
6,DR02,8/27/15,2015,239,8/27/15 21:40,8/27/15 21:53,3.080172291,6,24,2.20E-05,3.69E-06,4.09E-08,5.18E-08,3.12E-07,9.11E-05
3,DR02,8/30/15,2015,242,8/30/15 6:51,8/30/15 5:58,3.236193248,15,27,1.24E-05,6.04E-06,1.08E-08,1.48E-08,2.73E-07,5.26E-05
8,DR02,9/2/15,2015,245,9/2/15 9:56,9/2/15 10:13,4.877237067,21,33,9.50E-06,5.63E-06,3.82E-08,2.44E-08,3.24E-07,5.76E-05
13,DR02,9/2/15,2015,245,9/2/15 12:23,9/2/15 12:29,3.259156686,21,33,1.82E-05,9.55E-06,9.87E-09,1.25E-08,3.24E-07,5.76E-05
22,DR02,9/3/15,2015,246,9/3/15 23:04,9/3/15 23:15,3.884674485,28,25,6.41E-06,5.22E-06,1.56E-08,2.49E-08,1.23E-07,5.57E-05
28,DR02,9/3/15,2015,246,9/3/15 23:23,9/3/15 23:15,3.216528753,28,25,1.38E-05,7.02E-06,1.55E-08,2.74E-08,1.23E-07,5.57E-05
27,DR02,9/4/15,2015,247,9/4/15 21:30,9/4/15 21:30,10.39226766,27,21,6.99E-05,6.05E-06,1.69E-07,1.39E-07,1.96E-06,6.35E-05
4,DR02,9/5/15,2015,248,9/5/15 4:57,9/5/15 4:57,5.919963785,4,18,0.00013949,6.50E-05,6.53E-07,7.35E-07,3.42E-06,6.62E-05
5,DR02,9/6/15,2015,249,9/6/15 9:08,9/6/15 8:48,3.130512439,23,26,1.27E-05,9.33E-06,1.54E-08,1.49E-08,2.25E-07,4.10E-05
13,DR02,9/8/15,2015,251,9/8/15 4:58,9/8/15 5:01,3.011115406,26,28,6.83E-06,6.23E-06,3.97E-08,3.77E-08,2.29E-07,5.34E-05
4,DR02,9/9/15,2015,252,9/9/15 1:31,9/9/15 1:19,3.646537181,16,28,1.85E-05,8.24E-06,1.52E-08,2.68E-08,1.26E-07,5.88E-05
3,DR02,9/11/15,2015,254,9/11/15 1:01,9/11/15 4:27,3.026636524,32,32,1.01E-05,5.56E-06,1.48E-07,1.47E-07,2.25E-06,5.44E-05
12,DR02,9/11/15,2015,254,9/11/15 1:54,9/11/15 4:27,3.476945481,32,32,1.02E-05,5.37E-06,3.12E-07,1.66E-07,2.25E-06,5.44E-05
32,DR02,9/11/15,2015,254,9/11/15 3:14,9/11/15 4:27,3.888295507,32,32,1.49E-05,7.94E-06,7.83E-08,7.32E-08,2.25E-06,5.44E-05
3,DR02,9/13/15,2015,256,9/13/15 8:16,9/13/15 12:30,3.440885728,50,32,1.30E-05,5.91E-06,1.22E-07,1.20E-07,2.71E-06,4.50E-05
7,DR02,9/13/15,2015,256,9/13/15 8:28,9/13/15 12:30,3.545541235,50,32,1.28E-05,9.04E-06,8.20E-08,8.06E-08,2.71E-06,4.50E-05
15,DR02,9/13/15,2015,256,9/13/15 13:12,9/13/15 13:28,4.166191243,50,32,1.82E-05,9.51E-06,1.40E-07,9.45E-08,2.71E-06,4.50E-05
46,DR02,9/13/15,2015,256,9/13/15 16:17,9/13/15 16:05,3.781269628,50,32,1.11E-05,8.00E-06,1.64E-07,1.55E-07,2.71E-06,4.50E-05
26,DR02,9/15/15,2015,258,9/15/15 4:32,9/15/15 4:10,4.101448428,63,22,1.16E-05,5.42E-06,6.45E-08,9.32E-08,5.30E-07,3.38E-05
1,DR02,9/16/15,2015,259,9/16/15 14:28,9/16/15 23:26,17.23302472,1,9,5.31E-05,1.79E-05,2.35E-07,2.91E-07,1.20E-06,0.000309632
5,DR02,9/18/15,2015,261,9/18/15 17:21,9/18/15 3:51,4.001244553,26,28,1.03E-05,4.49E-06,1.22E-07,1.81E-07,9.38E-07,4.92E-05
5,DR02,9/19/15,2015,262,9/19/15 10:40,9/19/15 10:54,4.114530421,8,27,1.37E-05,6.66E-06,2.98E-08,3.23E-08,2.26E-07,4.02E-05
7,DR02,9/20/15,2015,263,9/20/15 10:57,9/20/15 10:41,3.408563135,17,30,1.57E-05,4.35E-06,8.18E-09,9.12E-09,3.06E-07,4.56E-05
1,DR02,9/21/15,2015,264,9/21/15 13:35,9/21/15 13:36,4.025606174,19,27,7.49E-06,6.19E-06,4.83E-08,4.62E-08,1.32E-06,2.48E-05
14,DR02,9/21/15,2015,264,9/21/15 15:52,9/21/15 13:45,3.518350514,19,27,6.74E-06,3.01E-06,6.46E-08,6.20E-08,1.32E-06,2.48E-05
27,DR02,9/22/15,2015,265,9/22/15 22:22,9/22/15 22:22,3.346411275,45,27,1.22E-05,6.18E-06,4.61E-08,4.95E-08,2.13E-07,2.11E-05
2,DR02,9/23/15,2015,266,9/23/15 0:09,9/23/15 9:55,3.561680321,40,20,3.06E-06,1.59E-06,4.13E-08,4.62E-08,2.22E-07,2.52E-05
36,DR02,9/24/15,2015,267,9/24/15 15:52,9/24/15 15:17,5.950992903,42,29,1.48E-05,4.67E-06,4.71E-08,5.24E-08,3.01E-07,5.18E-05
15,DR02,9/25/15,2015,268,9/25/15 8:44,9/25/15 8:55,3.368970602,25,29,2.06E-05,8.71E-06,1.09E-07,8.77E-08,1.12E-06,6.69E-05
19,DR02,9/25/15,2015,268,9/25/15 8:58,9/25/15 9:01,4.008458384,25,29,1.89E-05,5.20E-06,3.23E-08,3.37E-08,1.12E-06,6.69E-05
1,DR02,9/26/15,2015,269,9/26/15 14:56,9/26/15 15:09,6.523864114,5,28,1.49E-05,5.30E-06,2.35E-08,2.47E-08,6.71E-07,4.03E-05
10,DR02,9/27/15,2015,270,9/27/15 10:03,9/27/15 15:41,3.579953452,28,32,1.30E-05,7.60E-06,2.37E-08,2.78E-08,1.27E-07,6.98E-05
4,DR02,9/30/15,2015,273,9/30/15 1:39,9/30/15 9:54,3.747055465,19,32,1.36E-05,7.54E-06,3.35E-08,3.27E-08,2.43E-07,0.000152391
14,DR02,9/30/15,2015,273,9/30/15 17:57,9/30/15 17:40,3.018155035,19,32,2.24E-05,1.24E-05,2.94E-08,3.29E-08,2.43E-07,0.000152391
4,DR02,10/5/15,2015,278,10/5/15 2:10,10/5/15 3:41,3.96382737,30,29,2.47E-05,9.85E-06,1.58E-08,2.16E-08,2.56E-07,0.000119941
21,DR02,10/5/15,2015,278,10/5/15 12:25,10/5/15 11:20,3.053176874,30,29,4.07E-05,1.57E-05,4.11E-08,4.49E-08,2.56E-07,0.000119941
1,DR02,10/7/15,2015,280,10/7/15 13:44,10/7/15 13:44,4.260673513,1,20,0.000265949,0.000155785,4.61E-06,5.72E-06,1.92E-05,4.93E-05
20,DR02,10/8/15,2015,281,10/8/15 15:33,10/8/15 17:06,3.778631565,21,29,1.91E-05,7.71E-06,4.76E-08,4.94E-08,6.09E-07,6.24E-05
21,DR02,10/8/15,2015,281,10/8/15 15:34,10/8/15 17:06,3.58105971,21,29,2.13E-05,1.07E-05,4.47E-08,3.72E-08,6.09E-07,6.24E-05
10,DR02,10/12/15,2015,285,10/12/15 9:34,10/12/15 6:46,3.103607646,26,29,2.27E-05,9.43E-06,7.93E-08,6.47E-08,9.36E-07,9.87E-05
5,DR02,10/14/15,2015,287,10/14/15 12:40,10/14/15 13:31,4.318546762,49,22,1.38E-05,6.71E-06,1.54E-08,1.92E-08,1.61E-07,3.31E-05
15,DR02,10/19/15,2015,292,10/19/15 10:24,10/19/15 9:44,4.356344444,27,26,9.85E-06,6.28E-06,1.32E-08,1.48E-08,4.78E-07,4.49E-05
26,DR02,10/20/15,2015,293,10/20/15 10:43,10/20/15 17:44,4.522870812,44,27,1.87E-05,1.24E-05,3.61E-08,3.76E-08,1.69E-07,5.38E-05
17,DR02,10/21/15,2015,294,10/21/15 22:45,10/21/15 6:38,4.79197321,17,27,4.07E-06,3.59E-06,4.37E-08,6.69E-08,5.00E-07,6.77E-05
2,DR02,10/27/15,2015,300,10/27/15 2:54,10/27/15 2:40,3.043742491,17,24,1.24E-05,4.22E-06,5.58E-08,7.16E-08,2.34E-07,3.86E-05
4,DR02,10/28/15,2015,301,10/28/15 9:41,10/28/15 9:45,5.889616264,5,29,1.68E-05,8.12E-06,1.66E-08,9.67E-09,1.73E-07,5.10E-05
3,DR02,11/5/15,2015,309,11/5/15 0:08,11/5/15 0:10,3.227362774,38,28,9.46E-06,3.88E-06,2.01E-08,2.60E-08,1.69E-07,2.66E-05
15,DR02,11/5/15,2015,309,11/5/15 0:31,11/5/15 0:10,3.032715358,38,28,9.67E-06,5.19E-06,1.75E-08,2.35E-08,1.69E-07,2.66E-05
7,DR02,11/6/15,2015,310,11/6/15 21:50,11/6/15 21:59,3.171072462,12,25,1.10E-05,6.12E-06,3.25E-07,4.38E-07,1.20E-05,3.27E-05
1,DR02,11/7/15,2015,311,11/7/15 0:00,11/7/15 0:33,12.92233784,4,25,1.49E-05,1.13E-05,3.99E-08,3.78E-08,1.56E-07,3.14E-05
9,DR02,11/8/15,2015,312,11/8/15 19:27,11/8/15 20:14,3.938406013,34,22,5.46E-06,3.37E-06,1.63E-08,2.64E-08,9.71E-08,2.37E-05
10,DR02,11/8/15,2015,312,11/8/15 19:28,11/8/15 20:14,3.711410714,34,22,5.24E-06,2.16E-06,1.64E-08,2.52E-08,9.71E-08,2.37E-05
28,DR02,11/8/15,2015,312,11/8/15 20:31,11/8/15 20:14,3.311254012,34,22,6.22E-06,3.19E-06,1.29E-08,2.11E-08,9.71E-08,2.37E-05
5,DR02,11/24/15,2015,328,11/24/15 10:57,11/24/15 10:57,3.576038924,10,28,2.59E-05,1.07E-05,8.38E-09,1.39E-08,2.33E-07,4.13E-05
2,DR02,11/29/15,2015,333,11/29/15 8:37,11/29/15 5:44,3.083906276,4,29,1.69E-05,7.50E-06,2.14E-08,3.02E-08,2.77E-07,8.90E-05
1,DR02,12/6/15,2015,340,12/6/15 1:35,12/6/15 1:35,5.896326906,5,20,1.55E-05,5.20E-06,1.43E-07,1.05E-07,6.24E-07,2.06E-05
4,DR02,12/9/15,2015,343,12/9/15 10:16,12/9/15 10:49,4.210386536,7,18,7.11E-06,3.72E-06,1.06E-08,1.94E-08,1.56E-07,2.10E-05
1,DR02,12/14/15,2015,348,12/14/15 23:51,12/14/15 23:52,7.488920205,1,10,7.80E-05,1.42E-05,3.82E-07,3.75E-07,1.52E-06,6.04E-05
3,DR02,12/16/15,2015,350,12/16/15 13:12,12/16/15 13:18,3.097976208,6,20,6.05E-06,2.69E-06,6.39E-09,7.23E-09,2.96E-07,2.78E-05
15,DR02,12/17/15,2015,351,12/17/15 5:14,12/17/15 4:39,3.258470658,23,19,6.16E-06,4.53E-06,1.53E-08,3.33E-08,3.83E-07,2.55E-05
7,DR02,12/21/15,2015,355,12/21/15 15:45,12/21/15 14:34,3.259217006,7,24,1.24E-05,7.73E-06,6.16E-09,7.67E-09,1.58E-07,3.72E-05
13,DR02,12/22/15,2015,356,12/22/15 22:08,12/22/15 21:44,3.078312333,33,30,1.63E-05,8.37E-06,5.46E-08,8.10E-08,7.63E-07,6.85E-05
23,DR02,12/22/15,2015,356,12/22/15 22:56,12/22/15 22:50,4.330931973,33,30,1.32E-05,8.71E-06,5.48E-08,7.82E-08,7.63E-07,6.85E-05
2,DR02,12/30/15,2015,364,12/30/15 8:09,12/30/15 7:39,3.304123327,13,42,3.86E-05,1.80E-05,1.55E-08,3.61E-08,6.28E-07,0.000149228
7,DR02,1/3/16,2016,3,1/3/16 21:31,1/3/16 22:36,3.526947716,7,41,4.11E-05,1.21E-05,2.41E-08,3.68E-08,4.58E-07,0.000177517
1,DR02,1/27/16,2016,27,1/27/16 0:24,1/27/16 0:56,3.164073782,17,33,0.000212695,7.32E-05,6.52E-08,9.66E-08,1.56E-06,0.000914483
3,DR02,2/3/16,2016,34,2/3/16 6:01,2/3/16 6:20,3.912803908,5,46,0.000246576,8.05E-05,9.90E-07,1.07E-06,4.79E-06,0.000620708
3,DR02,2/4/16,2016,35,2/4/16 4:06,2/4/16 4:21,3.60471088,18,44,0.000190983,6.79E-05,2.36E-07,3.26E-07,3.50E-06,0.000703462
1,DR02,2/8/16,2016,39,2/8/16 0:17,2/8/16 0:19,3.15092787,12,35,0.000297821,7.28E-05,2.31E-07,3.85E-07,3.64E-06,0.000662069
1,DR02,2/10/16,2016,41,2/10/16 9:55,2/10/16 9:56,3.305026925,1,33,0.000281615,0.000141748,1.50E-06,1.93E-06,6.29E-06,0.000570409
22,DR02,2/15/16,2016,46,2/15/16 23:12,2/15/16 23:14,4.393562235,23,23,0.000156546,8.01E-05,6.48E-07,1.09E-06,8.90E-06,0.00069084
5,DR02,2/16/16,2016,47,2/16/16 1:15,2/16/16 1:08,3.237122613,21,46,0.000184495,6.06E-05,4.74E-07,7.55E-07,7.23E-06,0.000868637
1,DR02,2/19/16,2016,50,2/19/16 5:26,2/19/16 5:26,7.082650756,3,37,0.000769984,0.000358434,2.52E-06,3.84E-06,1.86E-05,0.000961091
3,DR02,2/19/16,2016,50,2/19/16 19:19,2/19/16 19:19,3.795952311,3,37,0.00049013,0.000103068,1.92E-06,2.26E-06,1.86E-05,0.000961091
2,DR02,3/1/16,2016,61,3/1/16 0:51,3/1/16 0:48,4.548624769,18,47,0.00056224,0.000172683,3.84E-07,4.65E-07,5.45E-06,0.001940459
7,DR02,3/11/16,2016,71,3/11/16 17:51,3/11/16 18:19,5.429043551,12,32,4.34E-05,1.36E-05,8.58E-09,1.11E-08,1.06E-07,0.000156118
13,DR02,3/18/16,2016,78,3/18/16 23:29,3/18/16 23:51,3.133643279,19,35,1.81E-05,1.12E-05,5.61E-08,8.54E-08,3.59E-07,9.48E-05
2,DR02,3/20/16,2016,80,3/20/16 12:25,3/20/16 12:41,5.454414567,23,35,2.23E-05,1.32E-05,2.80E-08,4.35E-08,2.83E-07,0.000139458
1,DR02,3/21/16,2016,81,3/21/16 15:44,3/21/16 15:44,5.389740085,2,21,8.46E-05,2.50E-05,4.42E-07,5.13E-07,5.65E-06,0.00014237
2,DR02,3/21/16,2016,81,3/21/16 18:34,3/21/16 18:34,16.18191497,2,21,0.000439154,0.000231292,1.15E-06,1.48E-06,5.65E-06,0.00014237
1,DR02,3/22/16,2016,82,3/22/16 7:41,3/22/16 7:41,3.861780394,8,26,0.000159167,4.71E-05,4.57E-07,3.95E-07,4.27E-06,0.000219969
2,DR02,3/26/16,2016,86,3/26/16 8:10,3/26/16 0:43,5.408876157,4,28,3.82E-05,1.62E-05,6.96E-09,9.81E-09,1.36E-07,0.00011833
9,DR02,3/29/16,2016,89,3/29/16 18:18,3/29/16 8:30,3.035462816,11,32,4.50E-05,1.84E-05,1.45E-08,1.86E-08,1.07E-07,0.000223218
3,DR02,3/30/16,2016,90,3/30/16 9:34,3/30/16 10:03,3.145848484,7,32,1.24E-05,8.22E-06,8.25E-09,1.20E-08,1.35E-07,8.92E-05
3,DR02,4/4/16,2016,95,4/4/16 7:41,4/4/16 7:44,4.490122544,7,18,3.99E-05,6.29E-06,2.06E-07,2.17E-07,1.51E-06,9.43E-05
6,DR02,4/4/16,2016,95,4/4/16 17:38,4/4/16 17:38,3.694929221,7,18,0.000106362,1.80E-05,3.24E-07,1.81E-07,1.51E-06,9.43E-05
12,DR02,4/10/16,2016,101,4/10/16 3:56,4/10/16 4:03,4.671159792,28,25,1.65E-05,5.91E-06,8.37E-08,1.07E-07,3.68E-07,4.29E-05
29,DR02,4/11/16,2016,102,4/11/16 14:31,4/11/16 13:20,8.678253976,32,26,1.58E-05,6.47E-06,4.01E-08,5.41E-08,4.17E-07,4.16E-05
7,DR02,4/12/16,2016,103,4/12/16 18:25,4/12/16 18:27,4.03834094,23,29,1.18E-05,8.85E-06,1.31E-08,2.39E-08,1.22E-07,5.28E-05
10,DR02,4/12/16,2016,103,4/12/16 19:36,4/12/16 20:10,3.957845177,23,29,2.03E-05,9.97E-06,2.12E-08,3.01E-08,1.22E-07,5.28E-05
2,DR02,4/15/16,2016,106,4/15/16 7:36,4/15/16 6:51,3.257230689,4,23,1.28E-05,4.63E-06,6.15E-08,5.47E-08,2.01E-07,4.91E-05
5,DR02,4/16/16,2016,107,4/16/16 11:10,4/16/16 11:04,4.71538224,14,29,1.15E-05,6.50E-06,7.97E-09,1.01E-08,8.74E-08,5.11E-05
9,DR02,4/17/16,2016,108,4/17/16 12:14,4/17/16 0:54,6.37204261,29,12,1.37E-05,6.71E-06,3.05E-08,4.59E-08,2.32E-07,0.000106408
27,DR02,4/17/16,2016,108,4/17/16 23:24,4/17/16 0:54,3.284141084,29,12,1.47E-05,7.92E-06,2.24E-08,4.99E-08,2.32E-07,0.000106408
9,DR02,4/19/16,2016,110,4/19/16 15:22,4/19/16 16:41,4.39274843,11,27,1.73E-05,7.28E-06,2.57E-08,3.19E-08,3.72E-07,5.67E-05
1,DR02,4/20/16,2016,111,4/20/16 1:30,4/20/16 1:14,3.382266529,7,28,1.21E-05,7.50E-06,4.64E-08,8.40E-08,3.32E-07,4.92E-05
